Gene	Organism	Experiment Accession	Comparison	log2foldchange	pValue	tStatistics
ENSG00000271503	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	7.3	1.00479192379878e-8	46.8945477107057
ENSG00000135114	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	7.3	1.28137561782036e-8	42.1326821213122
ENSG00000134321	homo sapiens	E-GEOD-31193	'6 hour; IFN' vs 'none'	7.2	3.24032047428497e-9	63.9005434806383
ENSG00000131979	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	7.2	0.00000552672902170454	36.1428334488232
ENSG00000131979	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	7.2	0.000245511999000651	34.1578866029022
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	7.2	0.0000436804862845724	21.2947156446774
ENSG00000134321	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '4 hour' vs 'none' at '0 hour'	7.2	0.00565898940168951	9.64992635523686
ENSG00000271503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	7.2	0.000479004592138332	10.2841238516348
ENSG00000182393	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	7.2	0.0000390794313273159	26.4573169222935
ENSG00000162614	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	7.2	0.0000960648695131275	17.3314341330478
ENSG00000172183	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	7.2	0.0000713307280019574	21.9573155476952
ENSG00000138646	homo sapiens	E-GEOD-13637	'PR8 influenza virus' vs 'none' in 'wild type'	7.2	4.06902308284935e-10	65.7161534205089
ENSG00000182393	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	7.2	0.0000606964580119202	21.8370143254686
ENSG00000234883	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	7.2	0.000086806793172935	20.292792072654
ENSG00000169248	homo sapiens	E-MEXP-1274	'Influenza A virus; dominant negative TLR3' vs 'none; dominant negative TLR3'	7.2	4.36381953578315e-7	24.9864495140698
ENSG00000271503	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	7.2	1.00479192379878e-8	45.1282338082297
ENSG00000137959	homo sapiens	E-GEOD-31193	'6 hour; IFN' vs 'none'	7.1	2.08901221903351e-8	40.2617145556331
ENSG00000128383	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	7.1	0.00028732077779359	13.4180072959829
ENSG00000135114	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	7.1	0.00033049114144757	22.6592885404943
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	7.1	0.000125755624211421	15.8306358913379
ENSG00000131979	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	7.1	0.00000540228395248338	43.8175542478092
ENSG00000128383	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	7.1	0.000051909214212714	20.3692072237502
ENSG00000131979	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	7.1	0.0000247405244528883	37.0468736974217
ENSG00000138646	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	7.1	0.000400951049214023	15.6176561317112
ENSG00000162614	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	7.1	0.000149489566479832	15.1951908852806
ENSG00000271503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	7.1	0.000447289342650596	11.421331821666
ENSG00000172183	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	7.1	0.0000616674062359937	21.2835657382624
ENSG00000177047	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	7.1	0.000189868999946459	13.7581309657159
ENSG00000119922	homo sapiens	E-GEOD-13637	'H5N1 influenza virus' vs 'none' in 'wild type'	7.1	7.10468715722341e-9	50.6959377009429
ENSG00000119922	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	7.1	0.000143947322867608	15.8316563173043
ENSG00000119922	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '6 hour'	7.1	0.000265334000704128	17.1798652829812
ENSG00000162614	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	7.1	0.0000845244653404697	17.5200110911164
ENSG00000134321	homo sapiens	E-GEOD-31193	'6 hour; IL28B' vs 'none'	7	1.66241262358902e-8	50.339864590472
ENSG00000162614	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	7	0.0000937113665260454	17.1332585331951
ENSG00000123610	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	7	0.000425704998069246	11.448325767041
ENSG00000128383	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	7	0.000212115472278061	13.9532817017948
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	7	0.000197629527392415	13.4292036223192
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	7	0.000051909214212714	20.3680976177601
ENSG00000131979	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	7	0.00000618106196599982	34.9307105794995
ENSG00000123610	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	7	0.000908896604116972	8.64191371937251
ENSG00000123610	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	7	0.00102933186111439	8.87549389372558
ENSG00000182393	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	7	0.0000397069027266061	22.7482918406915
ENSG00000172183	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	7	0.0000459977196017731	21.2251817415672
ENSG00000172183	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	7	0.000603107453964439	17.9943264020998
ENSG00000182393	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	7	0.000603107453964439	18.0256482490993
ENSG00000119922	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	7	0.000126025921075103	15.7300696625228
ENSG00000119917	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	7	0.00260347563938168	9.16470785340911
ENSG00000119922	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	7	0.00119996645332291	12.8172639317279
ENSG00000162614	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	7	0.0000845244653404697	17.4247515757076
ENSG00000121858	homo sapiens	E-MEXP-1274	'Influenza A virus; dominant negative TLR3' vs 'none; dominant negative TLR3'	7	2.97112102559346e-8	40.6299098727717
ENSG00000131203	homo sapiens	E-MEXP-1274	'Influenza A virus; dominant negative TLR3' vs 'none; dominant negative TLR3'	7	2.54420769426915e-8	45.7666638456553
ENSG00000105697	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis B virus induced hepatocellular carcinoma'	-6.9	0.000225290707028934	-18.5238529032637
ENSG00000134321	homo sapiens	E-GEOD-31193	'24 hour, IL28B' vs 'none'	6.9	2.34265259086516e-9	73.5004171957528
ENSG00000162614	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	6.9	0.000153005215193433	15.071206279585
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '6 hour'	6.9	0.00115036857441254	11.498593753681
ENSG00000123610	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	6.9	0.000414962564357095	10.6982452481619
ENSG00000134321	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '6 hour'	6.9	0.000316667484080307	16.0981993483308
ENSG00000102024	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	6.9	0.000321417659616015	12.4108054779349
ENSG00000131203	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	6.9	0.000201846659433689	14.5541960266462
ENSG00000123610	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	6.9	0.00111482372177184	8.786834907428
ENSG00000162614	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	6.9	0.0000937113665260454	17.1158964171386
ENSG00000234883	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	6.9	0.000115847160896631	16.0790127452473
ENSG00000234883	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	6.9	0.000413125723914972	21.3484414413693
ENSG00000119922	homo sapiens	E-GEOD-13637	'PR8 influenza virus' vs 'none' in 'wild type'	6.9	1.0985198773212e-7	27.4183340864428
ENSG00000119917	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	6.9	0.000540776427579963	10.7098187466133
ENSG00000119922	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '0 hour'	6.9	0.000314064285486311	17.3872975410839
ENSG00000119917	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '6 hour'	6.9	0.00176325769272059	10.4159250283041
ENSG00000119922	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	6.9	0.000191596380556134	14.8288863683347
ENSG00000119922	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '6 hour'	6.9	0.000324325263289624	15.9642771402065
ENSG00000119917	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	6.9	0.000636739564629754	10.5105922263827
ENSG00000119922	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	6.9	0.000196146874985196	13.4956997898865
ENSG00000162614	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	6.9	0.000255906482151779	13.6670539838564
ENSG00000119922	homo sapiens	E-MEXP-1274	'Influenza A virus; dominant negative TLR3' vs 'none; dominant negative TLR3'	6.9	2.54420769426915e-8	46.6767733949072
ENSG00000119922	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	6.9	1.00479192379878e-8	45.5380599314235
ENSG00000135114	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	6.9	2.92517945294978e-8	37.5085919097999
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '0 hour'	6.8	0.00159475870079502	10.5768327354519
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '0 hour'	6.8	0.00152521062949104	10.7056739271204
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	6.8	0.00033611087634191	12.2470371444311
ENSG00000135114	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	6.8	0.0000785590554381568	17.877981331071
ENSG00000135114	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	6.8	0.0000972781939616468	16.8627500798667
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	6.8	0.000285031371665893	13.0852532671737
ENSG00000147873	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	6.8	0.00213818908739993	9.90036381836628
ENSG00000138646	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '6 hour'	6.8	0.000222960448483277	19.4990331203321
ENSG00000123610	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	6.8	0.00440568761631605	7.5945827236447
ENSG00000177047	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	6.8	0.0000491066363379141	20.3999916054609
ENSG00000137959	homo sapiens	E-GEOD-13637	'PR8 influenza virus' vs 'none' in 'wild type'	6.8	4.57590327431154e-10	61.325300110994
ENSG00000119922	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	6.8	0.000479664187165829	14.013545795219
ENSG00000119922	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '0 hour'	6.8	0.000487904669782393	15.0702889181048
ENSG00000131203	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	6.8	1.94811351641289e-7	29.0714851450696
ENSG00000105697	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis C virus induced hepatocellular carcinoma'	-6.7	0.0000542454984958503	-11.0888460762709
ENSG00000137959	homo sapiens	E-GEOD-31193	'6 hour; IL28B' vs 'none'	6.7	5.16610416825693e-8	36.8421439549885
ENSG00000162614	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	6.7	0.000169968522034572	15.4947508072219
ENSG00000123610	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	6.7	0.00205045363303897	10.0528934665217
ENSG00000128383	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	6.7	0.000848037869585452	11.2734616085762
ENSG00000123610	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	6.7	0.000592581685574325	10.4295470472348
ENSG00000128383	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	6.7	0.000434389324268719	10.5806413432407
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	6.7	0.000362639132822	16.9816137716514
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '6 hour'	6.7	0.000222960448483277	18.6795532378064
ENSG00000172183	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	6.7	0.000362639132822	17.0467878536261
ENSG00000172183	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	6.7	0.0000334207341689015	21.7199464696631
ENSG00000177047	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	6.7	0.0000372631197179522	20.9984939496276
ENSG00000169248	homo sapiens	E-GEOD-13637	'H5N1 influenza virus' vs 'none' in 'wild type'	6.7	0.00000815812974159835	16.9911735614817
ENSG00000119917	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	6.7	0.000625624826541103	9.57622473923162
ENSG00000119917	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	6.7	0.000702509638000508	9.8742914232172
ENSG00000119917	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '0 hour'	6.7	0.00196255581617096	10.1052669646012
ENSG00000185745	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '4 hour' vs 'none' at '0 hour'	6.7	0.00565898940168951	9.6126263717821
ENSG00000011465	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis B virus induced hepatocellular carcinoma'	-6.6	0.000711375798370848	-14.863234669337
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	6.6	0.000153856063158925	15.0492021224705
ENSG00000102024	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	6.6	0.000345230073694962	11.2910010022859
ENSG00000138646	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '0 hour'	6.6	0.000412421112228397	15.542745231567
ENSG00000271503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	6.6	0.000556448105846159	9.8523958636523
ENSG00000111335	homo sapiens	E-GEOD-13637	'PR8 influenza virus' vs 'none' in 'wild type'	6.6	4.59164096232453e-7	22.3127336361926
ENSG00000119917	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	6.6	0.00148857400832039	9.56112235674486
ENSG00000134321	homo sapiens	E-GEOD-31193	'6 hour; IFN' vs 'none'	6.5	4.94730720874006e-10	85.5802750014761
ENSG00000186056	homo sapiens	E-GEOD-13637	'PR8 influenza virus' vs 'none' in 'wild type'	6.5	1.54196557173563e-8	36.3862902318544
ENSG00000157601	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	6.5	0.0000354346679424585	23.4583743551042
ENSG00000107201	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	6.5	0.00000753759998237162	33.3406781942238
ENSG00000128383	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	6.5	0.000541589440983509	10.7071582961439
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '0 hour'	6.5	0.000566018657005567	14.3977367641154
ENSG00000177047	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	6.5	0.000581091979510298	10.4623013823821
ENSG00000181634	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	6.5	0.000107194417332494	16.8990476203299
ENSG00000035720	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	6.5	0.00057203804447644	11.6272838767455
ENSG00000115267	homo sapiens	E-GEOD-13637	'PR8 influenza virus' vs 'none' in 'wild type'	6.5	9.74571617694475e-9	40.2295150088717
ENSG00000181634	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	6.5	0.000199236757654627	14.6262491051816
ENSG00000171855	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	6.5	1.28137561782036e-8	42.2042990916067
ENSG00000135114	homo sapiens	E-MEXP-1274	'Influenza A virus; dominant negative TLR3' vs 'none; dominant negative TLR3'	6.5	4.62575395113899e-7	24.2296649576427
ENSG00000172183	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	6.5	1.78715958147787e-8	40.2480442929754
ENSG00000134853	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis B virus induced hepatocellular carcinoma'	-6.4	0.00155165475140954	-11.7045173807479
ENSG00000134321	homo sapiens	E-GEOD-31193	'6 hour; IL28B' vs 'none'	6.4	3.08464173887694e-9	67.9392231236919
ENSG00000171855	homo sapiens	E-GEOD-13637	'PR8 influenza virus' vs 'none' in 'wild type'	6.4	1.68482091076524e-8	35.9006684414497
ENSG00000141837	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	6.4	0.000141627254866609	15.3984123218424
ENSG00000157601	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	6.4	0.0001697568684687	21.7152853527796
ENSG00000157601	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	6.4	0.0000467208686955046	20.8412025568777
ENSG00000141837	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	6.4	0.000189018445221382	15.0334696055142
ENSG00000102024	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	6.4	0.00164633399462378	11.1994684009903
ENSG00000128383	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '6 hour'	6.4	0.00524822459375149	8.05504629692211
ENSG00000107201	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	6.4	0.00000618106196599982	35.7616317791947
ENSG00000172183	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	6.4	0.0000440014712952731	21.134344263682
ENSG00000271503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	6.4	0.000652511563401673	10.0905198866698
ENSG00000182393	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	6.4	0.0000845244653404697	17.6718633968228
ENSG00000181634	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	6.4	0.0000877663559693603	17.9781647830695
ENSG00000035720	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	6.4	0.000476355294225332	11.2225630637968
ENSG00000138755	homo sapiens	E-GEOD-13637	'PR8 influenza virus' vs 'none' in 'wild type'	6.4	2.41731661202618e-9	49.3870281390019
ENSG00000119922	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '4 hour' vs 'none' at '0 hour'	6.4	0.00565898940168951	9.50358618090984
ENSG00000271503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	6.4	0.00117101736265537	12.9097946167444
ENSG00000121858	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	6.4	4.27147255324928e-8	35.6980942712269
ENSG00000169429	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	6.4	0.00000436273927789916	16.2386427498324
ENSG00000107201	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	6.3	0.00000303113904382107	43.1176017051411
ENSG00000157601	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	6.3	0.0000823451652091836	18.8716459288932
ENSG00000134321	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '4 hour' vs 'none' at '0 hour'	6.3	0.00519181838029037	9.88894437875624
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	6.3	0.000189446766226684	14.9606455364324
ENSG00000128383	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	6.3	0.00119833383815843	12.8279558111004
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	6.3	0.00124543994916314	12.5142632565616
ENSG00000107201	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	6.3	0.0000606964580119202	22.1228567989418
ENSG00000271503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	6.3	0.000149729039432905	16.3916074206649
ENSG00000035720	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	6.3	0.000518062307223631	11.1155267850826
ENSG00000119917	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	6.3	0.000196146874985196	13.4831675379301
ENSG00000119922	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '4 hour' vs 'none' at '0 hour'	6.3	0.00228811450082882	12.5679641637942
ENSG00000119917	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	6.3	0.000219282778515958	14.2623020626448
ENSG00000135114	homo sapiens	E-MEXP-1274	'Influenza A virus; dominant negative TLR3' vs 'none; dominant negative TLR3'	6.3	0.00000247547694814559	18.2025425509143
ENSG00000136244	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	6.3	2.67122600851094e-7	26.9292243877814
ENSG00000183486	homo sapiens	E-MEXP-1274	'Influenza A virus; dominant negative TLR3' vs 'none; dominant negative TLR3'	6.3	1.13169269511423e-7	32.409874567274
ENSG00000141837	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	6.2	0.000100517046282878	17.1336489521983
ENSG00000157601	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '0 hour'	6.2	0.000275759267495346	19.0795639531967
ENSG00000157601	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '6 hour'	6.2	0.000222960448483277	19.0901411301061
ENSG00000162614	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	6.2	0.000386222539145061	21.8731950583855
ENSG00000121858	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	6.2	0.000734251095209715	16.5016003885078
ENSG00000123610	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	6.2	0.00273602178362315	6.97267875852252
ENSG00000157601	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	6.2	0.0000862934933626967	20.4623222990136
ENSG00000105948	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	6.2	0.000477661606031281	11.0473835376926
ENSG00000073756	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	6.2	0.000361009599461877	12.8018696741158
ENSG00000107201	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	6.2	0.000201134188436526	20.1472052261869
ENSG00000138755	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	6.2	0.000455537582993361	14.3543940593091
ENSG00000137080	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	6.2	0.000716430922451992	9.21040919850351
ENSG00000182393	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	6.2	0.0000610485231204784	19.2957182727332
ENSG00000181634	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	6.2	0.00139576166178411	11.9237768288546
ENSG00000271503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	6.2	0.000224990271092086	13.0227944811675
ENSG00000157601	homo sapiens	E-GEOD-13637	'H5N1 influenza virus' vs 'none' in 'wild type'	6.2	7.10468715722341e-9	51.8469692819271
