Gene	Organism	Experiment Accession	Comparison	log2foldchange	pValue	tStatistics
ENSG00000121380	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	4.7	0.000320544869109282	12.5458298634608
ENSG00000271503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	4.7	0.0039931431107892	6.28607668611953
ENSG00000163590	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	-4.7	0.000248014725906644	-12.6223555779446
ENSG00000035720	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '0 hour'	4.7	0.0220587506798933	4.76613197346997
ENSG00000136826	homo sapiens	E-GEOD-13637	'PR8 influenza virus' vs 'none' in 'wild type'	4.7	2.26164206337023e-8	34.5241822968455
ENSG00000198121	homo sapiens	E-GEOD-22522	'Kaposi's sarcoma-associated herpesvirus' vs 'uninfected control'	4.7	0.00179202195021036	6.49177503047675
ENSG00000115415	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	4.7	0.00000467459294849752	16.0880136709711
ENSG00000023445	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	4.7	2.67122600851094e-7	27.1643287370176
ENSG00000138646	homo sapiens	E-GEOD-31193	'24 hour, IL28B' vs 'none'	4.6	1.50511108761956e-8	44.3974772887704
ENSG00000066468	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis B virus induced hepatocellular carcinoma'	-4.6	0.00955168924067691	-6.73964160741108
ENSG00000164400	homo sapiens	E-GEOD-37571	'A/CA/04/2009 Influenza virus' at '30 hour' vs 'mock' at '30 hour'	4.6	1.20012409470771e-7	61.7137392755207
ENSG00000087074	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	4.6	0.00107417267434739	8.7498665609623
ENSG00000134326	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	4.6	0.000188813261691417	14.4449977748707
ENSG00000134326	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	4.6	0.00145352698446539	11.7695844669548
ENSG00000099860	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	4.6	0.00121511060898743	12.751849627056
ENSG00000134326	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	4.6	0.000217754601237254	13.8802941732925
ENSG00000124882	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	4.6	0.0013412253577599	12.2087873752274
ENSG00000087074	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	4.6	0.00401825838523337	6.13210947478732
ENSG00000271503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	4.6	0.00650051273770876	6.2821764142021
ENSG00000035720	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	4.6	0.00524835209864151	6.67368253126945
ENSG00000197329	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	4.6	0.000507303853018607	11.2114508774786
ENSG00000115415	homo sapiens	E-MEXP-1274	'Influenza A virus; dominant negative TLR3' vs 'none; dominant negative TLR3'	4.6	0.00000713023464515678	15.5176521265161
ENSG00000170345	homo sapiens	E-GEOD-6802	'respiratory syncytial virus' vs 'uninfected'	4.6	0.00000114514923908411	32.8386321588935
ENSG00000019991	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis B virus induced hepatocellular carcinoma'	-4.5	0.0024292189973033	-10.470648134211
ENSG00000136244	homo sapiens	E-GEOD-37571	'A/CA/04/2009 Influenza virus' at '36 hour' vs 'mock' at '36 hour'	4.5	0.0000175176845620351	36.7292789789525
ENSG00000120539	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	4.5	0.0000459977196017731	21.5453178811763
ENSG00000134326	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '0 hour'	4.5	0.000740585454951576	13.0084471230416
ENSG00000134326	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	4.5	0.000394216726488327	11.7448632160667
ENSG00000121380	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	4.5	0.000441753857392213	12.3224433054903
ENSG00000035720	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	4.5	0.00273434403836636	6.80085629295183
ENSG00000035720	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	4.5	0.0036544075434255	6.42851133911286
ENSG00000121858	homo sapiens	E-GEOD-18816	'highly pathogenic avian influenza H5N1 virus' at '6 hour' vs 'none' at '6 hour'	4.5	0.0162561730367164	6.50693928791133
ENSG00000136244	homo sapiens	E-MEXP-1274	'Influenza A virus; dominant negative TLR3' vs 'none; dominant negative TLR3'	4.5	0.0000336151694150534	12.2496165259594
ENSG00000134326	homo sapiens	E-GEOD-31193	'24 hour, IL28B' vs 'none'	4.4	4.40838552224024e-7	24.3473045070676
ENSG00000136244	homo sapiens	E-GEOD-37571	'A/CA/04/2009 Influenza virus' at '48 hour' vs 'mock' at '48 hour'	4.4	0.000026356713463281	27.4503425594101
ENSG00000169245	homo sapiens	E-GEOD-37571	'A/CA/04/2009 Influenza virus' at '18 hour' vs 'mock' at '18 hour'	4.4	0.00000184443451875108	63.0211308533487
ENSG00000108700	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	4.4	0.000201441764939463	14.5700687127943
ENSG00000120539	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	4.4	0.0000546401793802808	19.638649301846
ENSG00000087074	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	4.4	0.00235991025524026	7.08037633419046
ENSG00000120539	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	4.4	0.000248014725906644	12.629088259799
ENSG00000134326	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	4.4	0.000976150391964629	10.7549506199677
ENSG00000087074	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	4.4	0.000585489212960456	10.4394814785814
ENSG00000232810	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	4.4	0.000593337677647593	18.2640019593418
ENSG00000138646	homo sapiens	E-GEOD-18816	'highly pathogenic avian influenza H5N1 virus' at '6 hour' vs 'none' at '6 hour'	4.4	0.00263256949323734	12.3963612893953
ENSG00000115415	homo sapiens	E-MEXP-1274	'Influenza A virus; dominant negative TLR3' vs 'none; dominant negative TLR3'	4.4	0.00000122923459576211	20.3732522397822
ENSG00000134326	homo sapiens	E-GEOD-31193	'6 hour; IFN' vs 'none'	4.3	2.20058151228293e-7	27.0244585732519
ENSG00000172724	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis C virus induced hepatocellular carcinoma'	-4.3	0.000315485196362625	-8.4269943989267
ENSG00000066468	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis B virus induced hepatocellular carcinoma'	-4.3	0.00734604587527056	-7.2290603331453
ENSG00000164400	homo sapiens	E-GEOD-37571	'A/CA/04/2009 Influenza virus' at '36 hour' vs 'mock' at '36 hour'	4.3	0.00000460688861574439	58.9665943672744
ENSG00000136244	homo sapiens	E-GEOD-37571	'A/CA/04/2009 Influenza virus' at '24 hour' vs 'mock' at '24 hour'	4.3	0.00000100206906426872	53.2184443275142
ENSG00000136244	homo sapiens	E-GEOD-37571	'A/CA/04/2009 Influenza virus' at '30 hour' vs 'mock' at '30 hour'	4.3	3.16111541716706e-7	48.4748486018368
ENSG00000169245	homo sapiens	E-GEOD-37571	'A/CA/04/2009 Influenza virus' at '12 hour' vs 'mock' at '12 hour'	4.3	3.43639927262205e-7	143.317223110536
ENSG00000132274	homo sapiens	E-GEOD-37571	'A/CA/04/2009 Influenza virus' at '18 hour' vs 'mock' at '18 hour'	4.3	0.00000229084978047362	58.6235742962643
ENSG00000132274	homo sapiens	E-GEOD-37571	'A/CA/04/2009 Influenza virus' at '24 hour' vs 'mock' at '24 hour'	4.3	5.3677787044519e-7	67.1573924538839
ENSG00000099860	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	4.3	0.000320481865496853	12.4422758834498
ENSG00000120539	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	4.3	0.000186763644267555	15.079594039854
ENSG00000134326	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	4.3	0.00057307423027277	9.79319485526096
ENSG00000121594	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	4.3	0.000322344182864153	11.5158673469901
ENSG00000121594	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	4.3	0.000294499790783442	12.7922703319243
ENSG00000174804	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	4.3	0.00271200194798471	9.01253588479764
ENSG00000271503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	4.3	0.00650044131784192	5.9542158046323
ENSG00000232810	homo sapiens	E-GEOD-18816	'highly pathogenic avian influenza H5N1 virus' at '6 hour' vs 'none' at '6 hour'	4.3	0.00154799104261437	14.1531386663951
ENSG00000232810	homo sapiens	E-GEOD-18816	'highly pathogenic avian influenza H5N1 virus' at '6 hour' vs 'none' at '6 hour'	4.3	0.00154799104261437	14.1531386663951
ENSG00000232810	homo sapiens	E-GEOD-18816	'highly pathogenic avian influenza H5N1 virus' at '6 hour' vs 'none' at '6 hour'	4.3	0.00154799104261437	14.1531386663951
ENSG00000196083	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis B virus induced hepatocellular carcinoma'	-4.2	0.0301071159385942	-4.58268131775285
ENSG00000066468	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis B virus induced hepatocellular carcinoma'	-4.2	0.00583087048168797	-7.71429684362264
ENSG00000136244	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	4.2	0.0029423104330119	7.6502379275626
ENSG00000121594	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	4.2	0.000521112444837264	10.8099960547574
ENSG00000134070	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	4.2	0.000948125528759268	9.35896041872619
ENSG00000108700	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '6 hour'	4.2	0.00180829419058279	10.242278355883
ENSG00000136244	homo sapiens	E-GEOD-40844	'infected with A/NL/602/2009 virus' at '48 hour' vs 'mock' at '48 hour'	4.2	0.0000228324559573842	44.6538789598947
ENSG00000115008	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	4.2	0.000995908611335182	9.06481843113527
ENSG00000271503	homo sapiens	E-GEOD-18816	'highly pathogenic avian influenza H5N1 virus' at '6 hour' vs 'none' at '6 hour'	4.2	0.000178406524636843	27.5602927417031
ENSG00000170345	homo sapiens	E-GEOD-8717	'herpes simplex virus G207' vs 'none'	4.2	0.0000247515473824983	7.33542870949177
ENSG00000115415	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	4.2	3.34905560401037e-7	25.5408002920579
ENSG00000136826	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	4.2	0.000487409147002677	7.47531053228364
ENSG00000134326	homo sapiens	E-GEOD-31193	'6 hour; IL28B' vs 'none'	4.1	9.65208301805343e-7	23.3681677498581
ENSG00000132274	homo sapiens	E-GEOD-17400	'Dhori virus' vs 'none' at '48 hour'	4.1	4.38691417906949e-10	47.8699027550743
ENSG00000164400	homo sapiens	E-GEOD-37571	'A/CA/04/2009 Influenza virus' at '24 hour' vs 'mock' at '24 hour'	4.1	5.1976476075384e-7	68.5146205798853
ENSG00000138646	homo sapiens	E-GEOD-31193	'6 hour; IFN' vs 'none'	4.1	5.8074961348469e-9	51.6186895239405
ENSG00000163590	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	-4.1	0.00137380611053115	-8.22891110991342
ENSG00000136244	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	4.1	0.00969098071044327	5.78059973589843
ENSG00000121594	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	4.1	0.000321568312117137	12.5124575439536
ENSG00000154127	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	-4.1	0.00124543994916314	-12.5220241990522
ENSG00000099860	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	4.1	0.000344375430635015	11.2997189479946
ENSG00000174804	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	4.1	0.000884815778682768	9.26524762893548
ENSG00000120539	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	4.1	0.00062759118156763	11.3831629259429
ENSG00000035720	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	4.1	0.0101286060581767	5.23556953011005
ENSG00000035720	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	4.1	0.00349972307837107	6.07887947031976
ENSG00000140853	homo sapiens	E-GEOD-13637	'PR8 influenza virus' vs 'none' in 'wild type'	4.1	2.47187540571719e-7	24.4958088914896
ENSG00000136244	homo sapiens	E-GEOD-40844	'infected with A/NL/602/2009 virus' at '36 hour' vs 'mock' at '36 hour'	4.1	7.33306387490208e-7	57.6290745152543
ENSG00000115008	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	4.1	0.00085643440607837	8.77886670671611
ENSG00000134853	homo sapiens	E-GEOD-22522	'Kaposi's sarcoma-associated herpesvirus' vs 'uninfected control'	4.1	0.00144090062065382	6.84385328222734
ENSG00000115415	homo sapiens	E-MEXP-1274	'Influenza A virus; dominant negative TLR3' vs 'none; dominant negative TLR3'	4.1	0.00000174842743685192	19.2620962091997
ENSG00000136826	homo sapiens	E-GEOD-6802	'respiratory syncytial virus' vs 'uninfected'	4.1	0.0000782279323143238	13.9329881961949
ENSG00000136826	homo sapiens	E-MEXP-1274	'Influenza A virus; dominant negative TLR3' vs 'none; dominant negative TLR3'	4.1	0.0000476008252033581	11.6245742375248
ENSG00000017427	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis B virus induced hepatocellular carcinoma'	-4	0.04865963846446	-3.83728375100459
ENSG00000044524	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis B virus induced hepatocellular carcinoma'	-4	0.0121767643205691	-6.19066356008695
ENSG00000168078	homo sapiens	E-MEXP-3582	'Epstein-Barr virus infection' vs 'none' in 'umbilical cord'	4	0.0447701234994379	4.20302203247252
ENSG00000259207	homo sapiens	E-MEXP-3582	'Epstein-Barr virus infection' vs 'none' in 'palatine tonsil'	4	0.0334014286141801	7.33207244151061
ENSG00000132274	homo sapiens	E-GEOD-37571	'A/CA/04/2009 Influenza virus' at '24 hour' vs 'mock' at '24 hour'	4	6.46107309135371e-8	129.20129651265
ENSG00000115415	homo sapiens	E-GEOD-31193	'24 hour, IL28B' vs 'none'	4	2.6858916392041e-7	26.4029945254197
ENSG00000154127	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	-4	0.000189868999946459	-13.759292338649
ENSG00000154127	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	-4	0.000423438420202939	-11.4861303312737
ENSG00000120539	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	4	0.000628625278381275	17.6074558549648
ENSG00000099860	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	4	0.000264492324783328	13.1949672233238
ENSG00000107968	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	4	0.000585586772374208	10.4598510883868
ENSG00000181634	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	4	0.00474673608580857	6.5310468657152
ENSG00000132274	homo sapiens	E-GEOD-40844	'infected with A/NL/602/2009 virus' at '36 hour' vs 'mock' at '36 hour'	4	1.31751721303576e-7	90.5172409897498
ENSG00000121858	homo sapiens	E-GEOD-13637	'PR8 influenza virus' vs 'none' in 'wild type'	4	0.0000150491843406942	13.6708885083227
ENSG00000115008	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	4	0.00148683064027712	8.24731635565274
ENSG00000115461	homo sapiens	E-GEOD-22522	'Kaposi's sarcoma-associated herpesvirus' vs 'uninfected control'	4	0.00067442689523869	8.22739586657626
ENSG00000164342	homo sapiens	E-MEXP-1274	'Influenza A virus; dominant negative TLR3' vs 'none; dominant negative TLR3'	4	0.00000151635131396857	19.7922256437483
ENSG00000119508	homo sapiens	E-GEOD-6802	'respiratory syncytial virus' vs 'uninfected'	4	7.41041521519113e-7	35.7693887272053
ENSG00000164400	homo sapiens	E-GEOD-37571	'A/CA/04/2009 Influenza virus' at '48 hour' vs 'mock' at '48 hour'	3.9	0.0000568452494486964	20.6057700573492
ENSG00000271503	homo sapiens	E-GEOD-37571	'A/CA/04/2009 Influenza virus' at '18 hour' vs 'mock' at '18 hour'	3.9	0.0000012605450352674	73.0244066772484
ENSG00000132274	homo sapiens	E-GEOD-37571	'A/CA/04/2009 Influenza virus' at '18 hour' vs 'mock' at '18 hour'	3.9	0.00000400077123534592	45.7299343116049
ENSG00000132274	homo sapiens	E-GEOD-37571	'A/CA/04/2009 Influenza virus' at '12 hour' vs 'mock' at '12 hour'	3.9	4.40426819346024e-7	108.500239169757
ENSG00000138646	homo sapiens	E-GEOD-31193	'6 hour; IL28B' vs 'none'	3.9	5.16610416825693e-8	38.0490240352142
ENSG00000115415	homo sapiens	E-GEOD-31193	'24 hour, IL28B' vs 'none'	3.9	1.70051823052595e-7	28.5377483914835
ENSG00000164086	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	-3.9	0.000117756045004703	-16.2558751165159
ENSG00000120162	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	-3.9	0.00541791491637542	-7.07640069897624
ENSG00000110395	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	-3.9	0.00219221672457676	-9.76791065578092
ENSG00000108700	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	3.9	0.00056660658448714	18.5266237672616
ENSG00000173334	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	-3.9	0.00233528708267953	-6.75579375674728
ENSG00000120539	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	3.9	0.000497946360243696	13.7794501613984
ENSG00000118503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	3.9	0.00229335561402431	7.13910840085991
ENSG00000118503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	3.9	0.00259156197707781	6.88236395893589
ENSG00000232810	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '8 hour' vs 'none' at '0 hour'	3.9	0.00347474539295553	7.23446186059538
ENSG00000055332	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '10 hour'	3.9	0.0000689718299805043	18.5648544990043
ENSG00000121858	homo sapiens	E-GEOD-13637	'PR8 influenza virus' vs 'none' in 'wild type'	3.9	0.0000102095102020404	14.4507284345589
ENSG00000121858	homo sapiens	E-GEOD-13637	'H5N1 influenza virus' vs 'none' in 'wild type'	3.9	0.000037111551758508	13.1190559208534
ENSG00000271503	homo sapiens	E-GEOD-40844	'infected with A/NL/602/2009 virus' at '48 hour' vs 'mock' at '48 hour'	3.9	0.00001863314681424	48.5707430064579
ENSG00000079385	homo sapiens	E-GEOD-13637	'PR8 influenza virus' vs 'none' in 'wild type'	3.9	2.65684928182148e-7	24.1882287882907
ENSG00000118503	homo sapiens	E-GEOD-13637	'PR8 influenza virus' vs 'none' in 'wild type'	3.9	7.93476704933969e-7	20.5840376353693
ENSG00000164086	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	-3.9	0.000581091979510298	-10.4705961346122
ENSG00000108700	homo sapiens	E-GEOD-18816	'low-pathogenic seasonal influenza A (H1N1) virus' at '6 hour' vs 'none' at '6 hour'	3.9	0.0284364882899032	6.02674000429618
ENSG00000132274	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	3.9	0.00000152437547569456	19.2430326142257
ENSG00000136826	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	3.9	0.0000170840938594259	13.0264649608982
ENSG00000011465	homo sapiens	E-GEOD-22522	'Kaposi's sarcoma-associated herpesvirus' vs 'uninfected control'	3.9	0.00355388857105743	5.50548696909082
ENSG00000100906	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	3.9	5.99078482594407e-8	34.1421334210406
ENSG00000101447	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis C virus induced hepatocellular carcinoma'	3.8	0.00020636677530357	9.03852814846443
ENSG00000271503	homo sapiens	E-GEOD-37571	'A/CA/04/2009 Influenza virus' at '36 hour' vs 'mock' at '36 hour'	3.8	0.0000020778588540644	96.294488670337
ENSG00000132274	homo sapiens	E-GEOD-37571	'A/CA/04/2009 Influenza virus' at '30 hour' vs 'mock' at '30 hour'	3.8	4.82136947529136e-8	82.2199399940346
ENSG00000121380	homo sapiens	E-GEOD-31193	'24 hour, IL28B' vs 'none'	3.8	5.52703132958232e-8	34.6377893169797
ENSG00000124882	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '0 hour'	3.8	0.0201765592120785	4.90980486382586
ENSG00000120162	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	-3.8	0.00147976738852627	-8.02033262981957
ENSG00000134326	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '4 hour' vs 'none' at '0 hour'	3.8	0.00990755558330947	7.91997918932019
ENSG00000118503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	3.8	0.00221477389839317	6.85008620875133
ENSG00000121858	homo sapiens	E-GEOD-13637	'PR8 influenza virus' vs 'none' in 'wild type'	3.8	0.0000226382637322067	12.8982823767196
ENSG00000164086	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '10 hour' vs 'none' at '0 hour'	-3.8	0.000780869768492341	-9.91991910340708
ENSG00000115415	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	3.8	2.43738999119154e-7	27.8348558472164
ENSG00000079385	homo sapiens	E-MEXP-1274	'Influenza A virus; dominant negative TLR3' vs 'none; dominant negative TLR3'	3.8	0.000138521541851844	9.84551500174538
ENSG00000044524	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis C virus induced hepatocellular carcinoma'	-3.7	0.000126121610060118	-9.67856451542556
ENSG00000271503	homo sapiens	E-GEOD-37571	'A/CA/04/2009 Influenza virus' at '48 hour' vs 'mock' at '48 hour'	3.7	0.00000254330068203623	90.6666311457096
ENSG00000169245	homo sapiens	E-GEOD-37571	'A/CA/04/2009 Influenza virus' at '24 hour' vs 'mock' at '24 hour'	3.7	1.14352247697197e-7	97.5647992403857
ENSG00000164086	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '12 hour' vs 'none' at '0 hour'	-3.7	0.00140595124363564	-8.1876926540345
ENSG00000152804	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	-3.7	0.0027419343551852	-8.97069456120638
ENSG00000107968	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	3.7	0.000807698567154492	8.91327271178348
ENSG00000120539	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '6 hour' vs 'none' at '0 hour'	3.7	0.00119153146780184	11.406087070651
ENSG00000095585	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	-3.7	0.0145487740755211	-5.01056200205161
ENSG00000174804	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	3.7	0.00116775859451367	8.11401271144966
ENSG00000115008	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	3.7	0.000814975701948241	9.45102544924138
ENSG00000181634	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '14 hour' vs 'none' at '0 hour'	3.7	0.0013574448242808	7.80889477089172
ENSG00000035720	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '16 hour' vs 'none' at '0 hour'	3.7	0.00520033884006005	5.69611736864284
ENSG00000164342	homo sapiens	E-GEOD-13637	'PR8 influenza virus' vs 'none' in 'wild type'	3.7	0.00000224779198890837	17.9662587235113
ENSG00000136244	homo sapiens	E-GEOD-40844	'infected with A/NL/602/2009 virus' at '30 hour' vs 'mock' at '30 hour'	3.7	0.00000406842582821969	53.0116735504749
ENSG00000136826	homo sapiens	E-GEOD-13637	'PR8 influenza virus' vs 'none' in 'wild type'	3.7	0.00000713081708990446	15.2743860163554
ENSG00000138646	homo sapiens	E-GEOD-13637	'H5N1 influenza virus' vs 'none' in 'wild type'	3.7	8.75302439822839e-8	33.4118072948531
ENSG00000135218	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	-3.7	0.00808257467239103	-6.17043239736744
ENSG00000118503	homo sapiens	E-GEOD-18791	'Newcastle disease virus' at '18 hour' vs 'none' at '0 hour'	3.7	0.00664744051827246	6.59147497384484
ENSG00000164342	homo sapiens	E-MEXP-1274	'Influenza A virus; wild type' vs 'none; wild type'	3.7	5.94786561332144e-7	22.9484431956253
ENSG00000184731	homo sapiens	E-GEOD-19665	'cancer tissue' vs 'surrounding noncancerous tissue' in 'hepatitis B virus induced hepatocellular carcinoma'	-3.6	0.0236028362638862	-4.99511693194673
